"Time","Potential"
0.524,0.012
0.526,0.009
0.528,0.012
0.530,0.015
0.532,0.009
0.534,0.009
0.536,0.009
0.538,0.015
0.540,0.006
0.542,0.006
0.544,0.009
0.546,0.015
0.548,0.018
0.550,0.018
0.552,0.018
0.554,0.015
0.556,0.015
0.558,0.006
0.560,0.009
0.562,0.009
0.564,0.012
0.566,0.018
0.568,0.009
0.570,0.006
0.572,0.018
0.574,0.018
0.576,0.015
0.578,0.012
0.580,0.009
0.582,0.015
0.584,0.018
0.586,0.012
0.588,0.012
0.590,0.015
0.592,0.006
0.594,0.012
0.596,0.009
0.598,0.015
0.600,0.015
0.602,0.018
0.604,0.018
0.606,0.015
0.608,0.009
0.610,0.012
0.612,0.009
0.614,0.015
0.616,0.012
0.618,0.018
0.620,0.018
0.622,0.009
0.624,-0.006
0.626,0.009
0.628,0.018
0.630,0.018
0.632,0.015
0.634,0.012
0.636,0.018
0.638,0.018
0.640,0.006
0.642,0.012
0.644,0.009
0.646,0.015
0.648,0.018
0.650,0.015
0.652,0.015
0.654,0.018
0.656,0.018
0.658,0.006
0.660,0.009
0.662,0.009
0.664,0.015
0.666,0.018
0.668,0.012
0.670,0.006
0.672,0.009
0.674,0.015
0.676,0.009
0.678,0.009
0.680,0.015
0.682,0.015
0.684,0.018
0.686,0.012
0.688,0.015
0.690,0.012
0.692,0.012
0.694,-0.006
0.696,0.015
0.698,0.015
0.700,0.015
0.702,0.015
0.704,0.009
0.706,0.009
0.708,0.009
0.710,0.009
0.712,0.009
0.714,0.009
0.716,0.012
0.718,0.015
0.720,0.009
0.722,0.006
0.724,0.012
0.726,0.012
0.728,0.015
0.730,0.018
0.732,0.015
0.734,0.012
0.736,0.015
0.738,0.009
0.740,0.006
0.742,0.009
0.744,0.009
0.746,0.015
0.748,0.018
0.750,0.018
0.752,0.015
0.754,0.015
0.756,0.018
0.758,0.009
0.760,0.006
0.762,0.009
0.764,0.012
0.766,0.015
0.768,-0.006
0.770,-0.006
0.772,0.006
0.774,0.015
0.776,0.006
0.778,0.009
0.780,0.015
0.782,0.012
0.784,0.015
0.786,0.006
0.788,0.006
0.790,0.006
0.792,0.006
0.794,0.006
0.796,0.009
0.798,0.009
0.800,0.012
0.802,0.012
0.804,0.006
0.806,0.006
0.808,0.009
0.810,0.009
0.812,0.006
0.814,0.006
0.816,0.006
0.818,0.015
0.820,0.006
0.822,-0.006
0.824,0.009
0.826,0.009
0.828,0.012
0.830,0.015
0.832,0.015
0.834,0.009
0.836,0.012
0.838,0.006
0.840,0.009
0.842,0.006
0.844,0.012
0.846,0.012
0.848,0.015
0.850,0.006
0.852,0.018
0.854,0.015
0.856,0.015
0.858,0.009
0.860,0.009
0.862,0.009
0.864,0.015
0.866,0.015
0.868,0.006
0.870,0.006
0.872,-0.006
0.874,0.006
0.876,-0.006
0.878,0.009
0.880,0.012
0.882,0.018
0.884,0.015
0.886,0.006
0.888,0.006
0.890,0.006
0.892,0.006
0.894,0.009
0.896,0.009
0.898,0.015
0.900,0.018
0.902,0.009
0.904,0.006
0.906,0.009
0.908,0.015
0.910,0.015
0.912,0.009
0.914,0.009
0.916,0.015
0.918,0.015
0.920,-0.006
0.922,0.009
0.924,0.009
0.926,0.015
0.928,0.018
0.930,0.018
0.932,0.018
0.934,0.015
0.936,0.018
0.938,0.006
0.940,0.009
0.942,0.009
0.944,0.009
0.946,0.015
0.948,0.006
0.950,0.006
0.952,0.015
0.954,0.018
0.956,0.015
0.958,0.012
0.960,0.012
0.962,0.015
0.964,0.018
0.966,0.009
0.968,0.012
0.970,0.009
0.972,-0.006
0.974,0.012
0.976,0.006
0.978,0.012
0.980,0.015
0.982,0.015
0.984,0.018
0.986,0.012
0.988,0.009
0.990,0.009
0.992,0.006
0.994,0.009
0.996,0.009
0.998,0.015
1.000,0.015
1.002,0.006
1.004,-0.006
1.006,0.009
1.008,0.015
1.010,0.015
1.012,0.012
1.014,0.009
1.016,0.015
1.018,0.018
1.020,0.006
1.022,0.009
1.024,0.009
1.026,0.015
1.028,0.015
1.030,0.015
1.032,0.015
1.034,0.015
1.036,0.015
1.038,0.006
1.040,0.006
1.042,0.006
1.044,0.012
1.046,0.018
1.048,0.006
1.050,-0.006
1.052,0.006
1.054,0.015
1.056,0.009
1.058,0.009
1.060,0.012
1.062,0.015
1.064,0.015
1.066,0.006
1.068,0.009
1.070,0.006
1.072,0.012
1.074,-0.006
1.076,0.009
1.078,0.009
1.080,0.012
1.082,0.015
1.084,0.006
1.086,0.012
1.088,0.009
1.090,0.009
1.092,0.006
1.094,0.006
1.096,0.009
1.098,0.015
1.100,0.006
1.102,-0.006
1.104,0.012
1.106,0.012
1.108,0.018
1.110,0.018
1.112,0.015
1.114,0.015
1.116,0.015
1.118,0.009
1.120,0.012
1.122,0.006
1.124,0.009
1.126,0.018
1.128,0.018
1.130,0.009
1.132,0.015
1.134,0.015
1.136,0.015
1.138,0.012
1.140,0.009
1.142,0.009
1.144,0.018
1.146,0.018
1.148,-0.006
1.150,0.009
1.152,0.006
1.154,0.009
1.156,0.006
1.158,0.012
1.160,0.018
1.162,0.018
1.164,0.018
1.166,0.006
1.168,0.012
1.170,0.009
1.172,0.009
1.174,0.015
1.176,0.012
1.178,0.015
1.180,0.018
1.182,0.015
1.184,0.012
1.186,0.009
1.188,0.018
1.190,0.018
1.192,0.015
1.194,0.012
1.196,0.015
1.198,0.018
1.200,0.006
1.202,0.009
1.204,0.015
1.206,0.015
1.208,0.018
1.210,0.018
1.212,0.018
1.214,0.018
1.216,0.018
1.218,0.006
1.220,0.015
1.222,0.009
1.224,0.015
1.226,0.018
1.228,0.009
1.230,0.009
1.232,0.021
1.234,0.018
1.236,0.015
1.238,0.012
1.240,0.015
1.242,0.015
1.244,0.018
1.246,0.009
1.248,0.015
1.250,0.012
1.252,0.006
1.254,0.006
1.256,0.009
1.258,0.012
1.260,0.015
1.262,0.015
1.264,0.018
1.266,0.012
1.268,0.009
1.270,0.012
1.272,0.009
1.274,0.009
1.276,0.009
1.278,0.018
1.280,0.015
1.282,0.006
1.284,-0.006
1.286,0.012
1.288,0.018
1.290,0.015
1.292,0.015
1.294,0.012
1.296,0.015
1.298,0.015
1.300,0.006
1.302,0.009
1.304,0.006
1.306,0.015
1.308,0.018
1.310,0.018
1.312,0.018
1.314,0.018
1.316,0.018
1.318,0.006
1.320,0.009
1.322,0.009
1.324,0.015
1.326,0.018
1.328,0.006
1.330,-0.006
1.332,0.012
1.334,0.018
1.336,0.012
1.338,0.009
1.340,0.015
1.342,0.015
1.344,0.018
1.346,0.009
1.348,0.009
1.350,0.009
1.352,0.015
1.354,0.006
1.356,0.015
1.358,0.015
1.360,0.015
1.362,0.018
1.364,0.006
1.366,0.012
1.368,0.012
1.370,0.015
1.372,0.012
1.374,0.009
1.376,0.015
1.378,0.018
1.380,0.009
1.382,-0.006
1.384,0.012
1.386,0.012
1.388,0.018
1.390,0.015
1.392,0.015
1.394,0.015
1.396,0.018
1.398,0.012
1.400,0.012
1.402,0.009
1.404,0.009
1.406,0.018
1.408,0.015
1.410,0.009
1.412,0.015
1.414,0.015
1.416,0.018
1.418,0.009
1.420,0.009
1.422,0.012
1.424,0.015
1.426,0.015
1.428,0.009
1.430,0.015
1.432,-0.006
1.434,0.006
1.436,0.006
1.438,0.012
1.440,0.018
1.442,0.015
1.444,0.018
1.446,0.009
1.448,0.006
1.450,0.009
1.452,0.009
1.454,0.009
1.456,0.009
1.458,0.015
1.460,0.015
1.462,0.006
1.464,-0.006
1.466,0.012
1.468,0.015
1.470,0.015
1.472,0.015
1.474,0.009
1.476,0.015
1.478,0.015
1.480,0.006
1.482,0.012
1.484,0.009
1.486,0.015
1.488,0.018
1.490,0.018
1.492,0.015
1.494,0.015
1.496,0.018
1.498,0.009
1.500,0.009
1.502,0.009
1.504,0.012
1.506,0.018
1.508,0.006
1.510,-0.006
1.512,0.006
1.514,0.018
1.516,0.012
1.518,0.009
1.520,0.015
1.522,0.018
1.524,0.018
1.526,0.006
1.528,0.009
1.530,0.009
1.532,0.012
1.534,0.006
1.536,0.015
1.538,0.015
1.540,0.015
1.542,0.018
1.544,0.006
1.546,0.015
1.548,0.015
1.550,0.015
1.552,0.009
1.554,0.009
1.556,0.015
1.558,0.018
1.560,0.012
1.562,-0.006
1.564,0.015
1.566,0.015
1.568,0.018
1.570,0.018
1.572,0.015
1.574,0.015
1.576,0.015
1.578,0.012
1.580,0.012
1.582,0.009
1.584,0.009
1.586,0.018
1.588,0.015
1.590,0.009
1.592,0.018
1.594,0.018
1.596,0.018
1.598,0.015
1.600,0.012
1.602,0.012
1.604,0.018
1.606,0.015
1.608,0.009
1.610,0.012
1.612,-0.006
1.614,0.009
1.616,0.006
1.618,0.012
1.620,0.015
1.622,0.015
1.624,0.018
1.626,0.009
1.628,0.009
1.630,0.009
1.632,0.009
1.634,0.012
1.636,0.009
1.638,0.018
1.640,0.018
1.642,0.009
1.644,-0.006
1.646,0.009
1.648,0.018
1.650,0.018
1.652,0.015
1.654,0.015
1.656,0.015
1.658,0.018
1.660,-0.006
1.662,0.015
1.664,0.009
1.666,0.018
1.668,0.018
1.670,0.018
1.672,0.015
1.674,0.015
1.676,0.018
1.678,0.009
1.680,0.009
1.682,0.012
1.684,0.015
1.686,0.018
1.688,0.015
1.690,0.006
1.692,0.009
1.694,0.018
1.696,0.009
1.698,0.009
1.700,0.015
1.702,0.015
1.704,0.015
1.706,0.012
1.708,0.012
1.710,0.009
1.712,0.012
1.714,-0.006
1.716,0.015
1.718,0.015
1.720,0.015
1.722,0.015
1.724,0.009
1.726,0.009
1.728,0.015
1.730,0.012
1.732,0.012
1.734,0.009
1.736,0.012
1.738,0.018
1.740,0.006
1.742,-0.006
1.744,0.009
1.746,0.012
1.748,0.018
1.750,0.015
1.752,0.015
1.754,0.012
1.756,0.018
1.758,0.012
1.760,0.015
1.762,0.009
1.764,0.009
1.766,0.015
1.768,0.015
1.770,0.009
1.772,0.018
1.774,0.018
1.776,0.018
1.778,0.012
1.780,0.009
1.782,0.012
1.784,0.015
1.786,0.015
1.788,0.006
1.790,0.009
1.792,-0.006
1.794,0.006
1.796,-0.006
1.798,0.009
1.800,0.012
1.802,0.015
1.804,0.015
1.806,0.006
1.808,0.009
1.810,0.009
1.812,0.009
1.814,0.012
1.816,0.009
1.818,0.015
1.820,0.015
1.822,0.006
1.824,-0.006
1.826,0.009
1.828,0.015
1.830,0.015
1.832,0.015
1.834,0.006
1.836,0.015
1.838,0.018
1.840,-0.006
1.842,0.009
1.844,0.009
1.846,0.018
1.848,0.018
1.850,0.018
1.852,0.018
1.854,0.018
1.856,0.015
1.858,0.006
1.860,0.006
1.862,0.009
1.864,0.012
1.866,0.015
1.868,0.006
1.870,-0.006
1.872,0.003
1.874,0.018
1.876,0.009
1.878,0.006
1.880,0.012
1.882,0.012
1.884,0.015
1.886,0.006
1.888,0.009
1.890,0.009
1.892,0.012
1.894,-0.006
1.896,0.012
1.898,0.015
1.900,0.015
1.902,0.018
1.904,0.006
1.906,0.012
1.908,0.012
1.910,0.012
1.912,0.009
1.914,0.006
1.916,0.012
1.918,0.015
1.920,0.006
1.922,-0.006
1.924,0.009
1.926,0.012
1.928,0.015
1.930,0.015
1.932,0.015
1.934,0.015
1.936,0.015
1.938,0.009
1.940,0.009
1.942,0.009
1.944,0.009
1.946,0.015
1.948,0.015
1.950,0.009
1.952,0.018
1.954,0.015
1.956,0.018
1.958,0.009
1.960,0.009
1.962,0.012
1.964,0.015
1.966,0.015
1.968,0.006
1.970,0.006
1.972,0.006
1.974,0.009
1.976,0.006
1.978,0.012
1.980,0.015
1.982,0.015
1.984,0.015
1.986,0.006
1.988,0.009
1.990,0.009
1.992,0.009
1.994,0.009
1.996,0.009
1.998,0.015
2.000,0.015
2.002,0.009
2.004,0.006
2.006,0.009
2.008,0.018
2.010,0.018
2.012,0.012
2.014,0.009
2.016,0.015
2.018,0.018
2.020,-0.006
2.022,0.009
2.024,0.012
2.026,0.015
2.028,0.018
2.030,0.018
2.032,0.015
2.034,0.015
2.036,0.018
2.038,-0.006
2.040,0.009
2.042,0.009
2.044,0.012
2.046,0.018
2.048,0.006
2.050,0.009
2.052,0.015
2.054,0.018
2.056,0.009
2.058,0.009
2.060,0.009
2.062,0.015
2.064,0.015
2.066,0.009
2.068,0.012
2.070,0.009
2.072,0.006
2.074,0.006
2.076,0.012
2.078,0.015
2.080,0.015
2.082,0.015
2.084,0.015
2.086,0.012
2.088,0.009
2.090,0.009
2.092,0.006
2.094,0.009
2.096,0.009
2.098,0.015
2.100,0.009
2.102,0.006
2.104,0.009
2.106,0.009
2.108,0.015
2.110,0.015
2.112,0.015
2.114,0.009
2.116,0.015
2.118,0.009
2.120,0.006
2.122,0.006
2.124,0.006
2.126,0.015
2.128,0.015
2.130,0.015
2.132,0.015
2.134,0.012
2.136,0.015
2.138,0.009
2.140,0.006
2.142,0.006
2.144,0.015
2.146,0.018
2.148,-0.006
2.150,-0.006
2.152,0.006
2.154,0.015
2.156,0.006
2.158,0.006
2.160,0.015
2.162,0.012
2.164,0.015
2.166,-0.006
2.168,0.006
2.170,0.006
2.172,0.012
2.174,0.003
2.176,0.009
2.178,0.015
2.180,0.015
2.182,0.015
2.184,0.006
2.186,0.009
2.188,0.009
2.190,0.012
2.192,0.009
2.194,0.006
2.196,0.012
2.198,0.015
2.200,0.006
2.202,0.003
2.204,0.012
2.206,0.015
2.208,0.018
2.210,0.015
2.212,0.015
2.214,0.012
2.216,0.015
2.218,0.006
2.220,0.006
2.222,0.009
2.224,0.009
2.226,0.015
2.228,0.006
2.230,0.006
2.232,0.015
2.234,0.015
2.236,0.009
2.238,0.006
2.240,0.009
2.242,0.012
2.244,0.015
2.246,0.006
2.248,0.012
2.250,0.009
2.252,-0.006
2.254,0.006
2.256,0.009
2.258,0.015
2.260,0.009
2.262,0.015
2.264,0.015
2.266,0.009
2.268,0.006
2.270,0.009
2.272,0.006
2.274,0.006
2.276,0.009
2.278,0.015
2.280,0.009
2.282,0.006
2.284,0.006
2.286,0.006
2.288,0.015
2.290,0.015
2.292,0.012
2.294,0.009
2.296,0.015
2.298,0.009
2.300,0.006
2.302,0.006
2.304,0.006
2.306,0.015
2.308,0.018
2.310,0.018
2.312,0.015
2.314,0.012
2.316,0.015
2.318,0.009
2.320,0.006
2.322,0.006
2.324,0.012
2.326,0.015
2.328,-0.006
2.330,-0.006
2.332,0.006
2.334,0.009
2.336,0.006
2.338,0.006
2.340,0.012
2.342,0.009
2.344,0.012
2.346,-0.006
2.348,0.006
2.350,0.006
2.352,0.006
2.354,0.006
2.356,0.006
2.358,0.015
2.360,0.015
2.362,0.009
2.364,0.006
2.366,0.006
2.368,0.009
2.370,0.012
2.372,0.006
2.374,0.006
2.376,0.009
2.378,0.012
2.380,0.006
2.382,0.006
2.384,0.006
2.386,0.012
2.388,0.015
2.390,0.012
2.392,0.009
2.394,0.012
2.396,0.012
2.398,-0.006
2.400,0.006
2.402,0.006
2.404,0.009
2.406,0.012
2.408,0.006
2.410,0.006
2.412,0.015
2.414,0.015
2.416,0.003
2.418,0.006
2.420,0.009
2.422,0.009
2.424,0.012
2.426,0.006
2.428,0.009
2.430,0.006
2.432,-0.006
2.434,0.006
2.436,0.009
2.438,0.009
2.440,0.015
2.442,0.015
2.444,0.009
2.446,0.009
2.448,0.006
2.450,0.006
2.452,0.003
2.454,0.006
2.456,0.006
2.458,0.015
2.460,0.009
2.462,0.006
2.464,0.006
2.466,0.009
2.468,0.012
2.470,0.009
2.472,0.009
2.474,0.009
2.476,0.012
2.478,0.006
2.480,0.006
2.482,0.006
2.484,0.006
2.486,0.015
2.488,0.015
2.490,0.018
2.492,0.015
2.494,0.012
2.496,0.015
2.498,0.006
2.500,0.006
2.502,0.006
2.504,0.009
2.506,0.015
2.508,-0.006
2.510,-0.006
2.512,0.006
2.514,0.009
2.516,-0.006
2.518,0.006
2.520,0.009
2.522,0.009
2.524,0.012
2.526,-0.006
2.528,0.006
2.530,0.006
2.532,0.006
2.534,0.006
2.536,0.006
2.538,0.012
2.540,0.012
2.542,0.009
2.544,0.006
2.546,0.006
2.548,0.009
2.550,0.009
2.552,0.006
2.554,0.006
2.556,0.009
2.558,0.012
2.560,-0.006
2.562,0.006
2.564,0.006
2.566,0.015
2.568,0.012
2.570,0.015
2.572,0.009
2.574,0.012
2.576,0.009
2.578,-0.006
2.580,0.003
2.582,0.003
2.584,0.006
2.586,0.012
2.588,0.006
2.590,0.006
2.592,0.009
2.594,0.015
2.596,0.006
2.598,0.006
2.600,0.009
2.602,0.012
2.604,0.012
2.606,0.006
2.608,0.006
2.610,0.006
2.612,-0.006
2.614,-0.006
2.616,0.009
2.618,0.009
2.620,0.009
2.622,0.015
2.624,0.009
2.626,0.009
2.628,0.006
2.630,0.006
2.632,0.006
2.634,0.006
2.636,0.006
2.638,0.015
2.640,0.003
2.642,-0.006
2.644,0.009
2.646,0.009
2.648,0.012
2.650,0.015
2.652,0.012
2.654,0.009
2.656,0.012
2.658,0.006
2.660,0.006
2.662,0.006
2.664,0.006
2.666,0.012
2.668,0.009
2.670,0.009
2.672,0.015
2.674,0.012
2.676,0.015
2.678,0.009
2.680,0.006
2.682,0.009
2.684,0.012
2.686,0.009
2.688,0.006
2.690,0.003
2.692,-0.006
2.694,0.003
2.696,0.006
2.698,0.006
2.700,0.009
2.702,0.009
2.704,0.012
2.706,0.009
2.708,0.006
2.710,0.006
2.712,0.006
2.714,0.006
2.716,0.006
2.718,0.012
2.720,0.015
2.722,0.006
2.724,-0.006
2.726,0.006
2.728,0.012
2.730,0.012
2.732,0.009
2.734,0.006
2.736,0.012
2.738,0.009
2.740,0.006
2.742,0.006
2.744,0.006
2.746,0.015
2.748,0.015
2.750,0.015
2.752,0.015
2.754,0.015
2.756,0.012
2.758,0.006
2.760,0.003
2.762,0.006
2.764,0.009
2.766,0.015
2.768,-0.006
2.770,-0.006
2.772,0.006
2.774,0.015
2.776,0.006
2.778,0.006
2.780,0.009
2.782,0.009
2.784,0.012
2.786,-0.006
2.788,0.006
2.790,0.003
2.792,0.006
2.794,-0.006
2.796,0.006
2.798,0.015
2.800,0.009
2.802,0.009
2.804,0.006
2.806,0.006
2.808,0.009
2.810,0.009
2.812,0.006
2.814,0.003
2.816,0.009
2.818,0.012
2.820,0.006
2.822,-0.006
2.824,0.006
2.826,0.009
2.828,0.012
2.830,0.015
2.832,0.009
2.834,0.012
2.836,0.009
2.838,-0.006
2.840,0.006
2.842,0.006
2.844,0.006
2.846,0.015
2.848,0.006
2.850,0.006
2.852,0.015
2.854,0.015
2.856,0.006
2.858,0.006
2.860,0.006
2.862,0.009
2.864,0.015
2.866,0.006
2.868,0.009
2.870,0.006
2.872,-0.006
2.874,0.006
2.876,0.009
2.878,0.009
2.880,0.015
2.882,0.012
2.884,0.009
2.886,0.006
2.888,0.006
2.890,0.006
2.892,0.000
2.894,0.006
2.896,0.006
2.898,0.012
2.900,0.003
2.902,-0.006
2.904,0.009
2.906,0.006
2.908,0.012
2.910,0.009
2.912,0.012
2.914,0.006
2.916,0.012
2.918,0.006
2.920,0.006
2.922,0.006
2.924,0.006
2.926,0.012
2.928,0.009
2.930,0.009
2.932,0.012
2.934,0.012
2.936,0.012
2.938,0.006
2.940,0.006
2.942,0.006
2.944,0.012
2.946,0.009
2.948,-0.006
2.950,0.000
2.952,0.006
2.954,0.003
2.956,-0.006
2.958,0.006
2.960,0.009
2.962,0.009
2.964,0.009
2.966,0.006
2.968,0.003
2.970,0.003
2.972,0.006
2.974,0.006
2.976,0.006
2.978,0.009
2.980,0.009
2.982,0.000
2.984,-0.006
2.986,0.006
2.988,0.009
2.990,0.009
2.992,0.009
2.994,0.006
2.996,0.009
2.998,0.009
3.000,-0.006
3.002,0.006
3.004,0.006
3.006,0.009
3.008,0.012
3.010,0.009
3.012,0.012
3.014,0.009
3.016,0.009
3.018,0.006
3.020,0.003
3.022,0.006
3.024,0.009
3.026,0.012
3.028,0.006
3.030,-0.006
3.032,0.003
3.034,0.015
3.036,0.006
3.038,0.006
3.040,0.009
3.042,0.012
3.044,0.015
3.046,-0.006
3.048,0.006
3.050,0.003
3.052,0.006
3.054,-0.006
3.056,0.006
3.058,0.009
3.060,0.009
3.062,0.012
3.064,0.006
3.066,0.006
3.068,0.006
3.070,0.006
3.072,0.006
3.074,0.000
3.076,0.006
3.078,0.009
3.080,0.006
3.082,-0.006
3.084,0.006
3.086,0.006
3.088,0.012
3.090,0.012
3.092,0.009
3.094,0.009
3.096,0.009
3.098,-0.006
3.100,0.003
3.102,0.000
3.104,0.006
3.106,0.009
3.108,0.003
3.110,0.000
3.112,0.012
3.114,0.012
3.116,0.003
3.118,0.003
3.120,0.006
3.122,0.009
3.124,0.009
3.126,0.006
3.128,0.006
3.130,0.006
3.132,-0.006
3.134,0.006
3.136,0.009
3.138,0.006
3.140,0.012
3.142,0.015
3.144,0.009
3.146,0.006
3.148,0.006
3.150,0.006
3.152,0.003
3.154,0.006
3.156,0.003
3.158,0.009
3.160,0.009
3.162,0.006
3.164,-0.006
3.166,0.006
3.168,0.009
3.170,0.009
3.172,0.009
3.174,0.006
3.176,0.009
3.178,0.009
3.180,-0.006
3.182,0.006
3.184,0.006
3.186,0.009
3.188,0.009
3.190,0.012
3.192,0.012
3.194,0.012
3.196,0.012
3.198,0.006
3.200,0.003
3.202,0.006
3.204,0.006
3.206,0.009
3.208,-0.006
3.210,-0.006
3.212,-0.003
3.214,0.012
3.216,0.000
3.218,0.006
3.220,0.006
3.222,0.006
3.224,0.009
3.226,-0.006
3.228,0.006
3.230,0.006
3.232,0.006
3.234,-0.006
3.236,0.006
3.238,0.006
3.240,0.009
3.242,0.009
3.244,0.000
3.246,0.003
3.248,0.006
3.250,0.006
3.252,0.006
3.254,0.000
3.256,0.006
3.258,0.009
3.260,0.006
3.262,-0.006
3.264,0.006
3.266,0.009
3.268,0.009
3.270,0.009
3.272,0.009
3.274,0.006
3.276,0.009
3.278,-0.006
3.280,0.003
3.282,0.003
3.284,0.006
3.286,0.009
3.288,0.003
3.290,0.000
3.292,0.015
3.294,0.009
3.296,0.003
3.298,0.006
3.300,0.006
3.302,0.009
3.304,0.009
3.306,0.006
3.308,0.006
3.310,0.006
3.312,-0.006
3.314,0.006
3.316,0.006
3.318,0.006
3.320,0.009
3.322,0.009
3.324,0.015
3.326,0.006
3.328,0.006
3.330,0.006
3.332,0.003
3.334,0.006
3.336,0.006
3.338,0.009
3.340,0.003
3.342,0.006
3.344,0.006
3.346,0.006
3.348,0.009
3.350,0.009
3.352,0.009
3.354,0.006
3.356,0.009
3.358,0.003
3.360,0.006
3.362,0.006
3.364,0.006
3.366,0.009
3.368,0.012
3.370,0.012
3.372,0.009
3.374,0.012
3.376,0.009
3.378,0.006
3.380,0.006
3.382,0.006
3.384,0.009
3.386,0.009
3.388,-0.006
3.390,-0.006
3.392,0.006
3.394,0.003
3.396,-0.006
3.398,0.006
3.400,0.009
3.402,0.009
3.404,0.009
3.406,0.006
3.408,0.003
3.410,0.000
3.412,0.003
3.414,0.006
3.416,0.006
3.418,0.009
3.420,0.012
3.422,0.000
3.424,-0.006
3.426,0.003
3.428,0.006
3.430,0.009
3.432,0.006
3.434,0.006
3.436,0.012
3.438,0.009
3.440,-0.006
3.442,0.006
3.444,0.003
3.446,0.009
3.448,0.009
3.450,0.015
3.452,0.012
3.454,0.012
3.456,0.015
3.458,0.006
3.460,0.006
3.462,0.006
3.464,0.009
3.466,0.012
3.468,0.006
