"Time","Potential"
0.542,1.120
0.544,1.120
0.546,1.114
0.548,1.114
0.550,1.114
0.552,1.114
0.554,1.123
0.556,1.135
0.558,1.141
0.560,1.150
0.562,1.153
0.564,1.150
0.566,1.150
0.568,1.147
0.570,1.141
0.572,1.138
0.574,1.129
0.576,1.126
0.578,1.135
0.580,1.141
0.582,1.150
0.584,1.141
0.586,1.144
0.588,1.147
0.590,1.153
0.592,1.162
0.594,1.165
0.596,1.168
0.598,1.159
0.600,1.156
0.602,1.159
0.604,1.171
0.606,1.162
0.608,1.153
0.610,1.159
0.612,1.150
0.614,1.144
0.616,1.129
0.618,1.117
0.620,1.114
0.622,1.123
0.624,1.129
0.626,1.138
0.628,1.135
0.630,1.123
0.632,1.126
0.634,1.120
0.636,1.126
0.638,1.132
0.640,1.147
0.642,1.153
0.644,1.162
0.646,1.171
0.648,1.175
0.650,1.175
0.652,1.165
0.654,1.156
0.656,1.165
0.658,1.168
0.660,1.171
0.662,1.171
0.664,1.150
0.666,1.153
0.668,1.150
0.670,1.144
0.672,1.150
0.674,1.147
0.676,1.153
0.678,1.150
0.680,1.141
0.682,1.141
0.684,1.132
0.686,1.114
0.688,1.117
0.690,1.126
0.692,1.132
0.694,1.144
0.696,1.150
0.698,1.150
0.700,1.150
0.702,1.150
0.704,1.150
0.706,1.141
0.708,1.129
0.710,1.126
0.712,1.138
0.714,1.159
0.716,1.187
0.718,1.205
0.720,1.217
0.722,1.205
0.724,1.199
0.726,1.187
0.728,1.168
0.730,1.150
0.732,1.126
0.734,1.120
0.736,1.117
0.738,1.120
0.740,1.126
0.742,1.132
0.744,1.126
0.746,1.120
0.748,1.117
0.750,1.114
0.752,1.111
0.754,1.102
0.756,1.105
0.758,1.105
0.760,1.108
0.762,1.117
0.764,1.123
0.766,1.120
0.768,1.126
0.770,1.129
0.772,1.141
0.774,1.141
0.776,1.129
0.778,1.135
0.780,1.135
0.782,1.126
0.784,1.126
0.786,1.117
0.788,1.105
0.790,1.090
0.792,1.099
0.794,1.105
0.796,1.105
0.798,1.108
0.800,1.096
0.802,1.090
0.804,1.093
0.806,1.096
0.808,1.096
0.810,1.096
0.812,1.093
0.814,1.102
0.816,1.105
0.818,1.102
0.820,1.099
0.822,1.096
0.824,1.093
0.826,1.090
0.828,1.093
0.830,1.096
0.832,1.102
0.834,1.096
0.836,1.090
0.838,1.093
0.840,1.096
0.842,1.102
0.844,1.099
0.846,1.096
0.848,1.093
0.850,1.096
0.852,1.105
0.854,1.096
0.856,1.102
0.858,1.105
0.860,1.108
0.862,1.114
0.864,1.126
0.866,1.126
0.868,1.117
0.870,1.135
0.872,1.138
0.874,1.144
0.876,1.147
0.878,1.138
0.880,1.138
0.882,1.138
0.884,1.135
0.886,1.135
0.888,1.129
0.890,1.117
0.892,1.114
0.894,1.108
0.896,1.105
0.898,1.096
0.900,1.093
0.902,1.087
0.904,1.081
0.906,1.081
0.908,1.087
0.910,1.090
0.912,1.093
0.914,1.090
0.916,1.096
0.918,1.102
0.920,1.111
0.922,1.114
0.924,1.108
0.926,1.117
0.928,1.117
0.930,1.120
0.932,1.126
0.934,1.120
0.936,1.117
0.938,1.114
0.940,1.108
0.942,1.105
0.944,1.105
0.946,1.090
0.948,1.090
0.950,1.090
0.952,1.084
0.954,1.087
0.956,1.077
0.958,1.077
0.960,1.065
0.962,1.077
0.964,1.081
0.966,1.084
0.968,1.081
0.970,1.077
0.972,1.077
0.974,1.077
0.976,1.077
0.978,1.074
0.980,1.071
0.982,1.062
0.984,1.056
0.986,1.056
0.988,1.056
0.990,1.050
0.992,1.044
0.994,1.041
0.996,1.041
0.998,1.044
1.000,1.044
1.002,1.047
1.004,1.041
1.006,1.050
1.008,1.056
1.010,1.068
1.012,1.081
1.014,1.077
1.016,1.090
1.018,1.096
1.020,1.099
1.022,1.111
1.024,1.117
1.026,1.108
1.028,1.123
1.030,1.120
1.032,1.129
1.034,1.138
1.036,1.132
1.038,1.123
1.040,1.132
1.042,1.135
1.044,1.138
1.046,1.141
1.048,1.129
1.050,1.126
1.052,1.129
1.054,1.138
1.056,1.138
1.058,1.138
1.060,1.138
1.062,1.126
1.064,1.132
1.066,1.135
1.068,1.138
1.070,1.141
1.072,1.135
1.074,1.132
1.076,1.141
1.078,1.141
1.080,1.141
1.082,1.150
1.084,1.141
1.086,1.144
1.088,1.150
1.090,1.153
1.092,1.156
1.094,1.144
1.096,1.144
1.098,1.144
1.100,1.144
1.102,1.153
1.104,1.144
1.106,1.138
1.108,1.138
1.110,1.135
1.112,1.138
1.114,1.138
1.116,1.117
1.118,1.123
1.120,1.126
1.122,1.123
1.124,1.129
1.126,1.129
1.128,1.120
1.130,1.120
1.132,1.126
1.134,1.135
1.136,1.138
1.138,1.141
1.140,1.135
1.142,1.135
1.144,1.147
1.146,1.150
1.148,1.153
1.150,1.159
1.152,1.144
1.154,1.153
1.156,1.156
1.158,1.153
1.160,1.150
1.162,1.150
1.164,1.141
1.166,1.132
1.168,1.129
1.170,1.123
1.172,1.120
1.174,1.111
1.176,1.102
1.178,1.096
1.180,1.096
1.182,1.096
1.184,1.087
1.186,1.087
1.188,1.081
1.190,1.087
1.192,1.090
1.194,1.087
1.196,1.087
1.198,1.093
1.200,1.096
1.202,1.102
1.204,1.114
1.206,1.108
1.208,1.111
1.210,1.126
1.212,1.135
1.214,1.141
1.216,1.153
1.218,1.153
1.220,1.162
1.222,1.171
1.224,1.178
1.226,1.190
1.228,1.193
1.230,1.196
1.232,1.196
1.234,1.205
1.236,1.208
1.238,1.211
1.240,1.214
1.242,1.214
1.244,1.211
1.246,1.211
1.248,1.208
1.250,1.211
1.252,1.208
1.254,1.202
1.256,1.193
1.258,1.193
1.260,1.190
1.262,1.190
1.264,1.175
1.266,1.175
1.268,1.165
1.270,1.159
1.272,1.159
1.274,1.150
1.276,1.144
1.278,1.138
1.280,1.132
1.282,1.126
1.284,1.126
1.286,1.114
1.288,1.111
1.290,1.114
1.292,1.111
1.294,1.114
1.296,1.102
1.298,1.102
1.300,1.090
1.302,1.102
1.304,1.105
1.306,1.108
1.308,1.105
1.310,1.105
1.312,1.111
1.314,1.114
1.316,1.117
1.318,1.117
1.320,1.120
1.322,1.114
1.324,1.117
1.326,1.126
1.328,1.126
1.330,1.126
1.332,1.123
1.334,1.126
1.336,1.126
1.338,1.126
1.340,1.132
1.342,1.132
1.344,1.120
1.346,1.126
1.348,1.126
1.350,1.129
1.352,1.138
1.354,1.129
1.356,1.138
1.358,1.141
1.360,1.144
1.362,1.153
1.364,1.165
1.366,1.153
1.368,1.168
1.370,1.175
1.372,1.184
1.374,1.187
1.376,1.187
1.378,1.181
1.380,1.190
1.382,1.190
1.384,1.196
1.386,1.193
1.388,1.187
1.390,1.175
1.392,1.178
1.394,1.178
1.396,1.171
1.398,1.162
1.400,1.153
1.402,1.135
1.404,1.135
1.406,1.129
1.408,1.123
1.410,1.120
1.412,1.102
1.414,1.099
1.416,1.099
1.418,1.093
1.420,1.090
1.422,1.090
1.424,1.090
1.426,1.087
1.428,1.090
1.430,1.096
1.432,1.102
1.434,1.099
1.436,1.102
1.438,1.108
1.440,1.114
1.442,1.126
1.444,1.123
1.446,1.126
1.448,1.126
1.450,1.126
1.452,1.129
1.454,1.132
1.456,1.117
1.458,1.117
1.460,1.114
1.462,1.111
1.464,1.111
1.466,1.105
1.468,1.090
1.470,1.090
1.472,1.090
1.474,1.096
1.476,1.096
1.478,1.093
1.480,1.093
1.482,1.093
1.484,1.102
1.486,1.114
1.488,1.117
1.490,1.123
1.492,1.117
1.494,1.123
1.496,1.132
1.498,1.132
1.500,1.132
1.502,1.129
1.504,1.120
1.506,1.114
1.508,1.114
1.510,1.111
1.512,1.105
1.514,1.096
1.516,1.090
1.518,1.090
1.520,1.090
1.522,1.096
1.524,1.096
1.526,1.102
1.528,1.108
1.530,1.117
1.532,1.132
1.534,1.135
1.536,1.141
1.538,1.147
1.540,1.150
1.542,1.153
1.544,1.156
1.546,1.150
1.548,1.135
1.550,1.138
1.552,1.126
1.554,1.123
1.556,1.111
1.558,1.096
1.560,1.084
1.562,1.081
1.564,1.077
1.566,1.074
1.568,1.074
1.570,1.068
1.572,1.077
1.574,1.081
1.576,1.090
1.578,1.102
1.580,1.108
1.582,1.111
1.584,1.117
1.586,1.123
1.588,1.126
1.590,1.129
1.592,1.123
1.594,1.117
1.596,1.114
1.598,1.108
1.600,1.105
1.602,1.102
1.604,1.087
1.606,1.084
1.608,1.081
1.610,1.077
1.612,1.074
1.614,1.062
1.616,1.062
1.618,1.059
1.620,1.056
1.622,1.056
1.624,1.065
1.626,1.053
1.628,1.065
1.630,1.065
1.632,1.071
1.634,1.077
1.636,1.077
1.638,1.065
1.640,1.068
1.642,1.077
1.644,1.077
1.646,1.077
1.648,1.068
1.650,1.059
1.652,1.062
1.654,1.065
1.656,1.068
1.658,1.068
1.660,1.074
1.662,1.074
1.664,1.081
1.666,1.093
1.668,1.102
1.670,1.111
1.672,1.111
1.674,1.111
1.676,1.117
1.678,1.117
1.680,1.114
1.682,1.108
1.684,1.093
1.686,1.090
1.688,1.081
1.690,1.081
1.692,1.077
1.694,1.065
1.696,1.068
1.698,1.074
1.700,1.081
1.702,1.090
1.704,1.093
1.706,1.093
1.708,1.093
1.710,1.093
1.712,1.102
1.714,1.102
1.716,1.087
1.718,1.090
1.720,1.093
1.722,1.090
1.724,1.096
1.726,1.099
1.728,1.096
1.730,1.105
1.732,1.114
1.734,1.123
1.736,1.126
1.738,1.117
1.740,1.108
1.742,1.096
1.744,1.096
1.746,1.093
1.748,1.096
1.750,1.096
1.752,1.102
1.754,1.120
1.756,1.144
1.758,1.175
1.760,1.196
1.762,1.214
1.764,1.217
1.766,1.223
1.768,1.217
1.770,1.202
1.772,1.184
1.774,1.150
1.776,1.123
1.778,1.102
1.780,1.090
1.782,1.081
1.784,1.077
1.786,1.081
1.788,1.096
1.790,1.114
1.792,1.141
1.794,1.156
1.796,1.178
1.798,1.187
1.800,1.187
1.802,1.190
1.804,1.184
1.806,1.150
1.808,1.141
1.810,1.120
1.812,1.117
1.814,1.111
1.816,1.108
1.818,1.102
1.820,1.117
1.822,1.138
1.824,1.159
1.826,1.178
1.828,1.178
1.830,1.175
1.832,1.175
1.834,1.156
1.836,1.141
1.838,1.126
1.840,1.117
1.842,1.111
1.844,1.123
1.846,1.141
1.848,1.171
1.850,1.193
1.852,1.205
1.854,1.202
1.856,1.196
1.858,1.175
1.860,1.141
1.862,1.114
1.864,1.081
1.866,1.062
1.868,1.053
1.870,1.053
1.872,1.062
1.874,1.065
1.876,1.074
1.878,1.087
1.880,1.102
1.882,1.117
1.884,1.120
1.886,1.132
1.888,1.135
1.890,1.132
1.892,1.129
1.894,1.117
1.896,1.096
1.898,1.087
1.900,1.077
1.902,1.068
1.904,1.071
1.906,1.068
1.908,1.056
1.910,1.062
1.912,1.056
1.914,1.059
1.916,1.062
1.918,1.059
1.920,1.071
1.922,1.081
1.924,1.105
1.926,1.120
1.928,1.135
1.930,1.141
1.932,1.141
1.934,1.150
1.936,1.153
1.938,1.159
1.940,1.165
1.942,1.165
1.944,1.156
1.946,1.153
1.948,1.153
1.950,1.150
1.952,1.141
1.954,1.138
1.956,1.141
1.958,1.144
1.960,1.165
1.962,1.178
1.964,1.184
1.966,1.199
1.968,1.211
1.970,1.226
1.972,1.250
1.974,1.259
1.976,1.266
1.978,1.268
1.980,1.266
1.982,1.262
1.984,1.259
1.986,1.235
1.988,1.241
1.990,1.241
1.992,1.256
1.994,1.271
1.996,1.278
1.998,1.274
2.000,1.287
2.002,1.284
2.004,1.287
2.006,1.287
2.008,1.281
2.010,1.274
2.012,1.287
2.014,1.299
2.016,1.311
2.018,1.317
2.020,1.317
2.022,1.311
2.024,1.320
2.026,1.320
2.028,1.308
2.030,1.296
2.032,1.274
2.034,1.262
2.036,1.250
2.038,1.235
2.040,1.226
2.042,1.220
2.044,1.211
2.046,1.211
2.048,1.220
2.050,1.235
2.052,1.256
2.054,1.262
2.056,1.284
2.058,1.299
2.060,1.317
2.062,1.329
2.064,1.332
2.066,1.329
2.068,1.317
2.070,1.311
2.072,1.299
2.074,1.281
2.076,1.256
2.078,1.241
2.080,1.223
2.082,1.211
2.084,1.199
2.086,1.187
2.088,1.162
2.090,1.168
2.092,1.159
2.094,1.162
2.096,1.165
2.098,1.153
2.100,1.150
2.102,1.153
2.104,1.156
2.106,1.162
2.108,1.165
2.110,1.165
2.112,1.159
2.114,1.168
2.116,1.175
2.118,1.178
2.120,1.181
2.122,1.178
2.124,1.175
2.126,1.178
2.128,1.178
2.130,1.178
2.132,1.178
2.134,1.165
2.136,1.159
2.138,1.150
2.140,1.144
2.142,1.141
2.144,1.120
2.146,1.108
2.148,1.096
2.150,1.087
2.152,1.074
2.154,1.053
2.156,1.038
2.158,1.020
2.160,1.002
2.162,0.990
2.164,0.974
2.166,0.950
2.168,0.938
2.170,0.923
2.172,0.914
2.174,0.902
2.176,0.887
2.178,0.868
2.180,0.862
2.182,0.868
2.184,0.868
2.186,0.871
2.188,0.862
2.190,0.859
2.192,0.871
2.194,0.883
2.196,0.887
2.198,0.896
2.200,0.902
2.202,0.902
2.204,0.908
2.206,0.917
2.208,0.923
2.210,0.923
2.212,0.920
2.214,0.920
2.216,0.923
2.218,0.920
2.220,0.914
2.222,0.911
2.224,0.890
2.226,0.883
2.228,0.874
2.230,0.868
2.232,0.862
2.234,0.844
2.236,0.838
2.238,0.829
2.240,0.823
2.242,0.820
2.244,0.820
2.246,0.796
2.248,0.799
2.250,0.793
2.252,0.789
2.254,0.793
2.256,0.774
2.258,0.762
2.260,0.762
2.262,0.771
2.264,0.768
2.266,0.771
2.268,0.765
2.270,0.756
2.272,0.762
2.274,0.762
2.276,0.762
2.278,0.765
2.280,0.759
2.282,0.759
2.284,0.753
2.286,0.756
2.288,0.759
2.290,0.759
2.292,0.756
2.294,0.753
2.296,0.753
2.298,0.756
2.300,0.753
2.302,0.753
2.304,0.750
2.306,0.744
2.308,0.741
2.310,0.741
2.312,0.741
2.314,0.726
2.316,0.732
2.318,0.720
2.320,0.717
2.322,0.711
2.324,0.711
2.326,0.699
2.328,0.690
2.330,0.683
2.332,0.677
2.334,0.677
2.336,0.659
2.338,0.653
2.340,0.641
2.342,0.629
2.344,0.629
2.346,0.626
2.348,0.620
2.350,0.605
2.352,0.605
2.354,0.595
2.356,0.592
2.358,0.587
2.360,0.580
2.362,0.577
2.364,0.559
2.366,0.556
2.368,0.556
2.370,0.544
2.372,0.541
2.374,0.532
2.376,0.526
2.378,0.520
2.380,0.517
2.382,0.520
2.384,0.520
2.386,0.505
2.388,0.505
2.390,0.505
2.392,0.508
2.394,0.499
2.396,0.492
2.398,0.489
2.400,0.486
2.402,0.486
2.404,0.486
2.406,0.489
2.408,0.480
2.410,0.471
2.412,0.474
2.414,0.474
2.416,0.471
2.418,0.471
2.420,0.462
2.422,0.462
2.424,0.453
2.426,0.450
2.428,0.456
2.430,0.450
2.432,0.441
2.434,0.438
2.436,0.441
2.438,0.438
2.440,0.435
2.442,0.435
2.444,0.426
2.446,0.423
2.448,0.417
2.450,0.420
2.452,0.423
2.454,0.411
2.456,0.414
2.458,0.411
2.460,0.408
2.462,0.405
2.464,0.408
2.466,0.401
2.468,0.386
2.470,0.401
2.472,0.398
2.474,0.405
2.476,0.401
2.478,0.401
2.480,0.401
2.482,0.395
2.484,0.398
2.486,0.398
2.488,0.405
2.490,0.401
2.492,0.386
2.494,0.398
2.496,0.405
2.498,0.401
2.500,0.405
2.502,0.408
2.504,0.401
2.506,0.401
2.508,0.405
2.510,0.411
2.512,0.414
2.514,0.408
2.516,0.411
2.518,0.414
2.520,0.417
2.522,0.420
2.524,0.426
2.526,0.423
2.528,0.423
2.530,0.429
2.532,0.432
2.534,0.438
2.536,0.435
2.538,0.435
2.540,0.438
2.542,0.441
2.544,0.447
2.546,0.453
2.548,0.459
2.550,0.456
2.552,0.450
2.554,0.462
2.556,0.465
2.558,0.468
2.560,0.471
2.562,0.474
2.564,0.465
2.566,0.468
2.568,0.474
2.570,0.477
2.572,0.480
2.574,0.474
2.576,0.477
2.578,0.474
2.580,0.477
2.582,0.483
2.584,0.489
2.586,0.477
2.588,0.483
2.590,0.483
2.592,0.483
2.594,0.489
2.596,0.483
2.598,0.477
2.600,0.483
2.602,0.483
2.604,0.489
2.606,0.496
2.608,0.496
2.610,0.489
2.612,0.492
2.614,0.496
2.616,0.496
2.618,0.496
2.620,0.496
2.622,0.499
2.624,0.489
2.626,0.489
2.628,0.496
2.630,0.499
2.632,0.499
2.634,0.496
2.636,0.496
2.638,0.496
2.640,0.496
2.642,0.502
2.644,0.508
2.646,0.496
2.648,0.502
2.650,0.508
2.652,0.511
2.654,0.511
2.656,0.502
2.658,0.508
2.660,0.505
2.662,0.514
2.664,0.517
2.666,0.520
2.668,0.511
2.670,0.505
2.672,0.514
2.674,0.520
2.676,0.523
2.678,0.520
2.680,0.523
2.682,0.523
2.684,0.514
2.686,0.514
2.688,0.517
2.690,0.517
2.692,0.511
2.694,0.508
2.696,0.508
2.698,0.508
2.700,0.505
2.702,0.508
2.704,0.508
2.706,0.499
2.708,0.496
2.710,0.499
2.712,0.505
2.714,0.496
2.716,0.496
2.718,0.492
2.720,0.489
2.722,0.489
2.724,0.489
2.726,0.489
2.728,0.477
2.730,0.480
2.732,0.477
2.734,0.483
2.736,0.483
2.738,0.480
2.740,0.480
2.742,0.474
2.744,0.471
2.746,0.471
2.748,0.474
2.750,0.471
2.752,0.465
2.754,0.462
2.756,0.465
2.758,0.468
2.760,0.462
2.762,0.465
2.764,0.462
2.766,0.459
2.768,0.453
2.770,0.459
2.772,0.459
2.774,0.447
2.776,0.453
2.778,0.450
2.780,0.450
2.782,0.447
2.784,0.453
2.786,0.450
2.788,0.435
2.790,0.447
2.792,0.441
2.794,0.450
2.796,0.447
2.798,0.450
2.800,0.450
2.802,0.444
2.804,0.441
2.806,0.447
2.808,0.450
2.810,0.450
2.812,0.447
2.814,0.447
2.816,0.453
2.818,0.453
2.820,0.456
2.822,0.459
2.824,0.462
2.826,0.456
2.828,0.456
2.830,0.465
2.832,0.465
2.834,0.456
2.836,0.462
2.838,0.459
2.840,0.462
2.842,0.462
2.844,0.468
2.846,0.462
2.848,0.453
2.850,0.462
2.852,0.459
2.854,0.462
2.856,0.462
2.858,0.450
2.860,0.450
2.862,0.447
2.864,0.447
2.866,0.447
2.868,0.444
2.870,0.444
2.872,0.423
2.874,0.429
2.876,0.432
2.878,0.426
2.880,0.423
2.882,0.420
2.884,0.411
2.886,0.408
2.888,0.405
2.890,0.411
2.892,0.411
2.894,0.395
2.896,0.398
2.898,0.395
2.900,0.393
2.902,0.393
2.904,0.398
2.906,0.389
2.908,0.383
2.910,0.393
2.912,0.393
2.914,0.401
2.916,0.389
2.918,0.393
2.920,0.389
2.922,0.393
2.924,0.386
2.926,0.398
2.928,0.398
2.930,0.398
2.932,0.380
2.934,0.393
2.936,0.398
2.938,0.395
2.940,0.393
2.942,0.395
2.944,0.389
2.946,0.383
2.948,0.386
2.950,0.395
2.952,0.395
2.954,0.380
2.956,0.383
2.958,0.383
2.960,0.380
2.962,0.383
2.964,0.393
2.966,0.389
2.968,0.380
2.970,0.380
2.972,0.393
2.974,0.393
2.976,0.389
2.978,0.377
2.980,0.389
2.982,0.377
2.984,0.377
2.986,0.383
2.988,0.380
2.990,0.377
2.992,0.368
2.994,0.374
2.996,0.377
2.998,0.377
3.000,0.374
3.002,0.374
3.004,0.365
3.006,0.362
3.008,0.362
3.010,0.365
3.012,0.368
3.014,0.353
3.016,0.353
3.018,0.353
3.020,0.350
3.022,0.350
3.024,0.353
3.026,0.353
3.028,0.338
3.030,0.344
3.032,0.344
3.034,0.350
3.036,0.341
3.038,0.341
3.040,0.341
3.042,0.335
3.044,0.338
3.046,0.341
3.048,0.341
3.050,0.341
3.052,0.326
3.054,0.332
3.056,0.338
3.058,0.338
3.060,0.332
3.062,0.335
3.064,0.329
3.066,0.326
3.068,0.320
3.070,0.326
3.072,0.326
3.074,0.311
3.076,0.314
3.078,0.311
3.080,0.311
3.082,0.308
3.084,0.314
3.086,0.311
3.088,0.292
3.090,0.305
3.092,0.302
3.094,0.305
3.096,0.299
3.098,0.292
3.100,0.299
3.102,0.292
3.104,0.289
3.106,0.292
3.108,0.289
3.110,0.289
3.112,0.280
3.114,0.280
3.116,0.283
3.118,0.280
3.120,0.277
3.122,0.277
3.124,0.277
3.126,0.268
3.128,0.265
3.130,0.265
3.132,0.265
3.134,0.259
3.136,0.262
3.138,0.256
3.140,0.256
3.142,0.253
3.144,0.256
3.146,0.256
3.148,0.241
3.150,0.247
3.152,0.244
3.154,0.250
3.156,0.253
3.158,0.250
3.160,0.247
3.162,0.247
3.164,0.241
3.166,0.241
3.168,0.244
3.170,0.241
3.172,0.238
3.174,0.235
3.176,0.238
3.178,0.238
3.180,0.235
3.182,0.235
3.184,0.238
3.186,0.232
3.188,0.226
3.190,0.232
3.192,0.235
3.194,0.232
3.196,0.229
3.198,0.229
3.200,0.226
3.202,0.229
3.204,0.229
3.206,0.232
3.208,0.223
3.210,0.217
3.212,0.223
3.214,0.229
3.216,0.226
3.218,0.226
3.220,0.226
3.222,0.229
3.224,0.214
3.226,0.214
3.228,0.220
3.230,0.217
3.232,0.214
3.234,0.214
3.236,0.214
3.238,0.211
3.240,0.208
3.242,0.208
3.244,0.214
3.246,0.198
3.248,0.204
3.250,0.204
3.252,0.208
3.254,0.208
3.256,0.192
3.258,0.196
3.260,0.192
3.262,0.192
3.264,0.204
3.266,0.208
3.268,0.208
3.270,0.204
3.272,0.204
3.274,0.208
3.276,0.211
3.278,0.208
3.280,0.208
3.282,0.208
3.284,0.201
3.286,0.196
3.288,0.204
3.290,0.204
3.292,0.201
3.294,0.198
3.296,0.196
3.298,0.189
3.300,0.189
3.302,0.189
3.304,0.196
3.306,0.189
3.308,0.189
3.310,0.189
3.312,0.189
3.314,0.192
3.316,0.183
3.318,0.186
3.320,0.183
3.322,0.183
3.324,0.186
3.326,0.189
3.328,0.192
3.330,0.189
3.332,0.180
3.334,0.186
3.336,0.192
3.338,0.192
3.340,0.192
3.342,0.192
3.344,0.196
3.346,0.186
3.348,0.189
3.350,0.192
3.352,0.192
3.354,0.183
3.356,0.189
3.358,0.189
3.360,0.189
3.362,0.189
3.364,0.192
3.366,0.196
3.368,0.180
3.370,0.189
3.372,0.189
3.374,0.192
3.376,0.196
3.378,0.196
3.380,0.196
3.382,0.192
3.384,0.192
3.386,0.192
3.388,0.196
3.390,0.198
3.392,0.192
3.394,0.196
3.396,0.198
3.398,0.201
3.400,0.198
3.402,0.204
3.404,0.208
3.406,0.204
3.408,0.201
3.410,0.204
3.412,0.217
3.414,0.211
3.416,0.211
3.418,0.208
3.420,0.208
3.422,0.211
3.424,0.214
3.426,0.217
3.428,0.208
3.430,0.204
3.432,0.214
3.434,0.217
3.436,0.217
3.438,0.217
3.440,0.217
3.442,0.214
3.444,0.204
3.446,0.211
3.448,0.214
3.450,0.217
3.452,0.220
3.454,0.214
3.456,0.217
3.458,0.217
3.460,0.214
3.462,0.217
3.464,0.223
3.466,0.211
3.468,0.217
3.470,0.217
3.472,0.226
3.474,0.220
3.476,0.217
3.478,0.220
3.480,0.217
3.482,0.217
3.484,0.226
3.486,0.232
3.488,0.232
3.490,0.223
3.492,0.235
