real_time,intensity,angle,time
2024-07-31T02:55:05.241,1.991,192.2905,0.0
2024-07-31T02:55:05.243,1.991,192.2905,0.002
2024-07-31T02:55:05.245,1.996,192.2905,0.004
2024-07-31T02:55:05.247,2.003,192.2905,0.006
2024-07-31T02:55:05.249,2.012,192.2946,0.008
2024-07-31T02:55:05.251,2.021,192.2946,0.01
2024-07-31T02:55:05.253,2.024,192.2991,0.012
2024-07-31T02:55:05.255,2.021,192.2991,0.014
2024-07-31T02:55:05.257,2.012,192.304,0.016
2024-07-31T02:55:05.259,2.006,192.304,0.018000000000000002
2024-07-31T02:55:05.261,1.999,192.3088,0.02
2024-07-31T02:55:05.263,2.003,192.3088,0.022
2024-07-31T02:55:05.265,2.003,192.3088,0.024
2024-07-31T02:55:05.267,1.999,192.3088,0.026000000000000002
2024-07-31T02:55:05.269,2.009,192.3144,0.028
2024-07-31T02:55:05.271,2.015,192.3205,0.03
2024-07-31T02:55:05.273,2.018,192.3205,0.032
2024-07-31T02:55:05.275,2.021,192.3265,0.034
2024-07-31T02:55:05.277,2.012,192.3265,0.036000000000000004
2024-07-31T02:55:05.279,2.018,192.3265,0.038
2024-07-31T02:55:05.281,2.015,192.3265,0.04
2024-07-31T02:55:05.283,2.012,192.3329,0.042
2024-07-31T02:55:05.285,2.012,192.3329,0.044
2024-07-31T02:55:05.287,2.009,192.3395,0.046
2024-07-31T02:55:05.289,1.994,192.3462,0.048
2024-07-31T02:55:05.291,1.999,192.3462,0.05
2024-07-31T02:55:05.293,1.994,192.3462,0.052000000000000005
2024-07-31T02:55:05.295,1.996,192.3529,0.054
2024-07-31T02:55:05.297,1.999,192.3529,0.056
2024-07-31T02:55:05.299,1.994,192.3529,0.058
2024-07-31T02:55:05.301,1.999,192.3591,0.06
2024-07-31T02:55:05.303,2.009,192.3591,0.062
2024-07-31T02:55:05.305,2.009,192.3654,0.064
2024-07-31T02:55:05.307,2.012,192.3654,0.066
2024-07-31T02:55:05.309,2.009,192.3654,0.068
2024-07-31T02:55:05.311,1.999,192.3697,0.07
2024-07-31T02:55:05.313,2.003,192.3697,0.07200000000000001
2024-07-31T02:55:05.315,2.003,192.3697,0.074
2024-07-31T02:55:05.317,2.006,192.3697,0.076
2024-07-31T02:55:05.319,2.006,192.3745,0.078
2024-07-31T02:55:05.321,1.996,192.3745,0.08
2024-07-31T02:55:05.323,1.981,192.3793,0.082
2024-07-31T02:55:05.325,1.972,192.3837,0.084
2024-07-31T02:55:05.327,1.972,192.3837,0.08600000000000001
2024-07-31T02:55:05.329,1.975,192.3884,0.088
2024-07-31T02:55:05.331,1.981,192.3884,0.09
2024-07-31T02:55:05.333,1.984,192.3884,0.092
2024-07-31T02:55:05.335,1.996,192.3884,0.094
2024-07-31T02:55:05.337,2.012,192.3884,0.096
2024-07-31T02:55:05.339,2.024,192.3884,0.098
2024-07-31T02:55:05.341,2.03,192.3976,0.1
2024-07-31T02:55:05.343,2.027,192.4021,0.10200000000000001
2024-07-31T02:55:05.345,2.021,192.4021,0.10400000000000001
2024-07-31T02:55:05.347,2.003,192.4021,0.106
2024-07-31T02:55:05.349,1.991,192.4021,0.108
2024-07-31T02:55:05.351,1.987,192.4061,0.11
2024-07-31T02:55:05.353,1.987,192.4099,0.112
2024-07-31T02:55:05.355,1.991,192.4099,0.114
2024-07-31T02:55:05.357,1.994,192.4099,0.116
2024-07-31T02:55:05.359,1.999,192.413,0.11800000000000001
2024-07-31T02:55:05.361,2.012,192.413,0.12
2024-07-31T02:55:05.363,2.015,192.413,0.122
2024-07-31T02:55:05.365,2.018,192.413,0.124
2024-07-31T02:55:05.367,2.012,192.4154,0.126
2024-07-31T02:55:05.369,2.012,192.4171,0.128
2024-07-31T02:55:05.371,2.012,192.4171,0.13
2024-07-31T02:55:05.373,2.015,192.4171,0.132
2024-07-31T02:55:05.375,2.018,192.4178,0.134
2024-07-31T02:55:05.377,2.018,192.4181,0.136
2024-07-31T02:55:05.379,2.015,192.4181,0.138
2024-07-31T02:55:05.381,2.009,192.4181,0.14
2024-07-31T02:55:05.383,2.006,192.4178,0.14200000000000002
2024-07-31T02:55:05.385,2.003,192.4178,0.14400000000000002
2024-07-31T02:55:05.387,2.006,192.4178,0.146
2024-07-31T02:55:05.389,1.994,192.4178,0.148
2024-07-31T02:55:05.391,1.999,192.4178,0.15
2024-07-31T02:55:05.393,2.003,192.4173,0.152
2024-07-31T02:55:05.395,2.009,192.4173,0.154
2024-07-31T02:55:05.397,2.018,192.4173,0.156
2024-07-31T02:55:05.399,2.015,192.4173,0.158
2024-07-31T02:55:05.401,2.006,192.4173,0.16
2024-07-31T02:55:05.403,2.015,192.4168,0.162
2024-07-31T02:55:05.405,2.012,192.4152,0.164
2024-07-31T02:55:05.407,2.018,192.4152,0.166
2024-07-31T02:55:05.409,2.021,192.4152,0.168
2024-07-31T02:55:05.411,2.018,192.4133,0.17
2024-07-31T02:55:05.413,2.015,192.4133,0.17200000000000001
2024-07-31T02:55:05.415,2.021,192.4133,0.17400000000000002
2024-07-31T02:55:05.417,2.03,192.4106,0.176
2024-07-31T02:55:05.419,2.033,192.4106,0.178
2024-07-31T02:55:05.421,2.033,192.4106,0.18
2024-07-31T02:55:05.423,2.021,192.4077,0.182
2024-07-31T02:55:05.425,2.015,192.4048,0.184
2024-07-31T02:55:05.427,2.021,192.4048,0.186
2024-07-31T02:55:05.429,2.027,192.4048,0.188
2024-07-31T02:55:05.431,2.033,192.4048,0.19
2024-07-31T02:55:05.433,2.033,192.4048,0.192
2024-07-31T02:55:05.435,2.027,192.4019,0.194
2024-07-31T02:55:05.437,2.03,192.3993,0.196
2024-07-31T02:55:05.439,2.039,192.3993,0.198
2024-07-31T02:55:05.441,2.033,192.3967,0.2
2024-07-31T02:55:05.443,2.036,192.3967,0.202
2024-07-31T02:55:05.445,2.045,192.3967,0.20400000000000001
2024-07-31T02:55:05.447,2.042,192.3937,0.20600000000000002
2024-07-31T02:55:05.449,2.045,192.3937,0.20800000000000002
2024-07-31T02:55:05.451,2.051,192.3937,0.21
2024-07-31T02:55:05.453,2.045,192.3905,0.212
2024-07-31T02:55:05.455,2.045,192.3905,0.214
2024-07-31T02:55:05.457,2.039,192.3871,0.216
2024-07-31T02:55:05.459,2.036,192.3845,0.218
2024-07-31T02:55:05.461,2.039,192.3845,0.22
2024-07-31T02:55:05.463,2.045,192.3845,0.222
2024-07-31T02:55:05.465,2.045,192.3845,0.224
2024-07-31T02:55:05.467,2.039,192.3822,0.226
2024-07-31T02:55:05.469,2.03,192.3798,0.228
2024-07-31T02:55:05.471,2.018,192.3798,0.23
2024-07-31T02:55:05.473,2.015,192.3798,0.232
2024-07-31T02:55:05.475,2.021,192.3798,0.234
2024-07-31T02:55:05.477,2.018,192.3775,0.23600000000000002
2024-07-31T02:55:05.479,2.021,192.3775,0.23800000000000002
2024-07-31T02:55:05.481,2.021,192.3775,0.24
2024-07-31T02:55:05.483,2.015,192.3775,0.242
2024-07-31T02:55:05.485,2.021,192.3727,0.244
2024-07-31T02:55:05.487,2.024,192.3727,0.246
2024-07-31T02:55:05.489,2.018,192.3727,0.248
2024-07-31T02:55:05.491,2.027,192.3704,0.25
2024-07-31T02:55:05.493,2.03,192.3681,0.252
2024-07-31T02:55:05.495,2.042,192.3681,0.254
2024-07-31T02:55:05.497,2.051,192.3681,0.256
2024-07-31T02:55:05.499,2.045,192.3681,0.258
2024-07-31T02:55:05.501,2.03,192.3657,0.26
2024-07-31T02:55:05.503,2.036,192.3657,0.262
2024-07-31T02:55:05.505,2.048,192.3637,0.264
2024-07-31T02:55:05.507,2.054,192.3637,0.266
2024-07-31T02:55:05.509,2.057,192.3617,0.268
2024-07-31T02:55:05.511,2.048,192.3617,0.27
2024-07-31T02:55:05.513,2.042,192.3617,0.272
2024-07-31T02:55:05.515,2.051,192.3617,0.274
2024-07-31T02:55:05.517,2.054,192.36,0.276
2024-07-31T02:55:05.519,2.054,192.358,0.278
2024-07-31T02:55:05.521,2.054,192.3565,0.28
2024-07-31T02:55:05.523,2.054,192.3565,0.28200000000000003
2024-07-31T02:55:05.525,2.042,192.3565,0.28400000000000003
2024-07-31T02:55:05.527,2.048,192.3545,0.28600000000000003
2024-07-31T02:55:05.529,2.048,192.3545,0.28800000000000003
2024-07-31T02:55:05.531,2.045,192.3545,0.29
2024-07-31T02:55:05.533,2.045,192.3545,0.292
2024-07-31T02:55:05.535,2.03,192.3528,0.294
2024-07-31T02:55:05.537,2.03,192.3528,0.296
2024-07-31T02:55:05.539,2.027,192.3515,0.298
2024-07-31T02:55:05.541,2.024,192.351,0.3
2024-07-31T02:55:05.543,2.027,192.351,0.302
2024-07-31T02:55:05.545,2.03,192.351,0.304
2024-07-31T02:55:05.547,2.027,192.351,0.306
2024-07-31T02:55:05.549,2.021,192.351,0.308
2024-07-31T02:55:05.551,2.024,192.351,0.31
2024-07-31T02:55:05.553,2.03,192.3533,0.312
2024-07-31T02:55:05.555,2.036,192.3557,0.314
2024-07-31T02:55:05.557,2.03,192.3557,0.316
2024-07-31T02:55:05.559,2.027,192.3557,0.318
2024-07-31T02:55:05.561,2.021,192.3587,0.32
2024-07-31T02:55:05.563,2.021,192.3587,0.322
2024-07-31T02:55:05.565,2.03,192.3618,0.324
2024-07-31T02:55:05.567,2.033,192.3618,0.326
2024-07-31T02:55:05.569,2.027,192.3618,0.328
2024-07-31T02:55:05.571,2.015,192.3653,0.33
2024-07-31T02:55:05.573,2.009,192.3653,0.332
2024-07-31T02:55:05.575,2.012,192.3653,0.334
2024-07-31T02:55:05.577,2.009,192.3687,0.336
2024-07-31T02:55:05.579,1.999,192.3687,0.338
2024-07-31T02:55:05.581,1.996,192.3687,0.34
2024-07-31T02:55:05.583,1.987,192.3687,0.342
2024-07-31T02:55:05.585,1.987,192.3724,0.34400000000000003
2024-07-31T02:55:05.587,1.991,192.3757,0.34600000000000003
2024-07-31T02:55:05.589,1.984,192.3757,0.34800000000000003
2024-07-31T02:55:05.591,1.969,192.3802,0.35000000000000003
