real_time,intensity,angle,time
2024-07-31T03:34:40.169,0.006,9.1491,0.0
2024-07-31T03:34:40.171,0.006,9.1491,0.002
2024-07-31T03:34:40.173,0.006,9.1621,0.004
2024-07-31T03:34:40.175,0.006,9.1621,0.006
2024-07-31T03:34:40.177,0.003,9.1751,0.008
2024-07-31T03:34:40.179,0.009,9.1751,0.01
2024-07-31T03:34:40.181,0.003,9.1751,0.012
2024-07-31T03:34:40.183,0.006,9.1881,0.014
2024-07-31T03:34:40.185,0.003,9.1881,0.016
2024-07-31T03:34:40.187,0.006,9.1881,0.018000000000000002
2024-07-31T03:34:40.189,0.009,9.1881,0.02
2024-07-31T03:34:40.191,0.003,9.2009,0.022
2024-07-31T03:34:40.193,0.003,9.2009,0.024
2024-07-31T03:34:40.195,0.012,9.2136,0.026000000000000002
2024-07-31T03:34:40.197,0.012,9.2136,0.028
2024-07-31T03:34:40.199,-0.006,9.2257,0.03
2024-07-31T03:34:40.201,0.006,9.2374,0.032
2024-07-31T03:34:40.203,0.009,9.2374,0.034
2024-07-31T03:34:40.205,0.009,9.2374,0.036000000000000004
2024-07-31T03:34:40.207,0.012,9.2374,0.038
2024-07-31T03:34:40.209,0.006,9.2487,0.04
2024-07-31T03:34:40.211,0.006,9.2487,0.042
2024-07-31T03:34:40.213,0.006,9.2602,0.044
2024-07-31T03:34:40.215,0.003,9.2716,0.046
2024-07-31T03:34:40.217,0.006,9.2716,0.048
2024-07-31T03:34:40.219,0.006,9.2716,0.05
2024-07-31T03:34:40.221,0.009,9.2716,0.052000000000000005
2024-07-31T03:34:40.223,0.006,9.283,0.054
2024-07-31T03:34:40.225,0.003,9.283,0.056
2024-07-31T03:34:40.227,0.006,9.2941,0.058
2024-07-31T03:34:40.229,0.012,9.2941,0.06
2024-07-31T03:34:40.231,0.012,9.3052,0.062
2024-07-31T03:34:40.233,0.012,9.3052,0.064
2024-07-31T03:34:40.235,0.009,9.3052,0.066
2024-07-31T03:34:40.237,0.009,9.3052,0.068
2024-07-31T03:34:40.239,0.009,9.316,0.07
2024-07-31T03:34:40.241,0.006,9.3264,0.07200000000000001
2024-07-31T03:34:40.243,0.006,9.3264,0.074
2024-07-31T03:34:40.245,0.009,9.3373,0.076
2024-07-31T03:34:40.247,0.009,9.3373,0.078
2024-07-31T03:34:40.249,-0.006,9.348,0.08
2024-07-31T03:34:40.251,0.006,9.348,0.082
2024-07-31T03:34:40.253,0.006,9.348,0.084
2024-07-31T03:34:40.255,0.006,9.348,0.08600000000000001
2024-07-31T03:34:40.257,0.003,9.348,0.088
2024-07-31T03:34:40.259,0.003,9.3587,0.09
2024-07-31T03:34:40.261,0.009,9.3694,0.092
2024-07-31T03:34:40.263,0.009,9.3694,0.094
2024-07-31T03:34:40.265,0.006,9.3801,0.096
2024-07-31T03:34:40.267,0.006,9.3801,0.098
2024-07-31T03:34:40.269,0.009,9.391,0.1
2024-07-31T03:34:40.271,0.009,9.391,0.10200000000000001
2024-07-31T03:34:40.273,0.012,9.391,0.10400000000000001
2024-07-31T03:34:40.275,0.009,9.4024,0.106
2024-07-31T03:34:40.277,0.009,9.4024,0.108
2024-07-31T03:34:40.279,0.015,9.4024,0.11
2024-07-31T03:34:40.281,0.006,9.4024,0.112
2024-07-31T03:34:40.283,0.006,9.4138,0.114
2024-07-31T03:34:40.285,0.006,9.4259,0.116
2024-07-31T03:34:40.287,0.015,9.4259,0.11800000000000001
2024-07-31T03:34:40.289,0.006,9.4259,0.12
2024-07-31T03:34:40.291,0.006,9.4386,0.122
2024-07-31T03:34:40.293,0.006,9.4386,0.124
2024-07-31T03:34:40.295,-0.006,9.4507,0.126
2024-07-31T03:34:40.297,0.006,9.4507,0.128
2024-07-31T03:34:40.299,0.006,9.4627,0.13
2024-07-31T03:34:40.301,0.012,9.4627,0.132
2024-07-31T03:34:40.303,0.012,9.4627,0.134
