real_time,intensity,angle,time
2024-07-31T03:14:59.347,0.517,274.3911,0.0
2024-07-31T03:14:59.349,0.523,274.3878,0.002
2024-07-31T03:14:59.351,0.52,274.3878,0.004
2024-07-31T03:14:59.353,0.52,274.3847,0.006
2024-07-31T03:14:59.355,0.52,274.3847,0.008
2024-07-31T03:14:59.357,0.535,274.3813,0.01
2024-07-31T03:14:59.359,0.541,274.3813,0.012
2024-07-31T03:14:59.361,0.535,274.3813,0.014
2024-07-31T03:14:59.363,0.532,274.3813,0.016
2024-07-31T03:14:59.365,0.535,274.3777,0.018000000000000002
2024-07-31T03:14:59.367,0.532,274.3742,0.02
2024-07-31T03:14:59.369,0.529,274.3742,0.022
2024-07-31T03:14:59.371,0.529,274.3742,0.024
2024-07-31T03:14:59.373,0.529,274.3709,0.026000000000000002
2024-07-31T03:14:59.375,0.529,274.3709,0.028
2024-07-31T03:14:59.377,0.523,274.3675,0.03
2024-07-31T03:14:59.379,0.529,274.3675,0.032
2024-07-31T03:14:59.381,0.535,274.3675,0.034
2024-07-31T03:14:59.383,0.544,274.3636,0.036000000000000004
2024-07-31T03:14:59.385,0.547,274.3636,0.038
2024-07-31T03:14:59.387,0.553,274.3593,0.04
2024-07-31T03:14:59.389,0.559,274.3593,0.042
2024-07-31T03:14:59.391,0.571,274.3553,0.044
2024-07-31T03:14:59.393,0.565,274.3553,0.046
2024-07-31T03:14:59.395,0.577,274.3553,0.048
2024-07-31T03:14:59.397,0.583,274.3514,0.05
2024-07-31T03:14:59.399,0.577,274.3514,0.052000000000000005
2024-07-31T03:14:59.401,0.577,274.3476,0.054
2024-07-31T03:14:59.403,0.571,274.3476,0.056
2024-07-31T03:14:59.405,0.556,274.3433,0.058
2024-07-31T03:14:59.407,0.556,274.3433,0.06
2024-07-31T03:14:59.409,0.55,274.3433,0.062
2024-07-31T03:14:59.411,0.547,274.3433,0.064
2024-07-31T03:14:59.413,0.541,274.3391,0.066
2024-07-31T03:14:59.415,0.535,274.3352,0.068
2024-07-31T03:14:59.417,0.535,274.3352,0.07
2024-07-31T03:14:59.419,0.529,274.332,0.07200000000000001
2024-07-31T03:14:59.421,0.538,274.332,0.074
2024-07-31T03:14:59.423,0.541,274.332,0.076
2024-07-31T03:14:59.425,0.547,274.3289,0.078
2024-07-31T03:14:59.427,0.553,274.3289,0.08
2024-07-31T03:14:59.429,0.559,274.3256,0.082
2024-07-31T03:14:59.431,0.568,274.3256,0.084
2024-07-31T03:14:59.433,0.571,274.3256,0.08600000000000001
2024-07-31T03:14:59.435,0.571,274.3256,0.088
2024-07-31T03:14:59.437,0.571,274.3225,0.09
2024-07-31T03:14:59.439,0.565,274.3189,0.092
2024-07-31T03:14:59.441,0.568,274.3189,0.094
